,xc,yc,radius,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41,x42,y42,x43,y43,x44,y44,x45,y45,x46,y46,x47,y47,x48,y48,x49,y49,x50,y50,x51,y51,x52,y52,x53,y53,x54,y54,x55,y55,x56,y56,x57,y57,x58,y58,x59,y59,x60,y60,x61,y61,x62,y62,x63,y63,x64,y64,x65,y65,x66,y66,x67,y67,x68,y68,x69,y69,x70,y70,x71,y71,x72,y72,x73,y73,x74,y74,x75,y75,x76,y76,x77,y77,x78,y78,x79,y79,x80,y80
396,10,2,22,11,24,9,24,11,-20,9,-20,32,3,-12,3,32,1,32,1,12,24,8,24,12,-20,8,-20,32,4,-12,4,32,0,32,0,13,24,7,24,13,-20,7,-20,32,5,-12,5,32,-1,32,-1,14,23,6,23,14,-19,6,-19,31,6,-11,6,31,-2,31,-2,15,23,5,23,15,-19,5,-19,31,7,-11,7,31,-3,31,-3,16,23,4,23,16,-19,4,-19,31,8,-11,8,31,-4,31,-4,17,23,3,23,17,-19,3,-19,31,9,-11,9,31,-5,31,-5,18,22,2,22,18,-18,2,-18,30,10,-10,10,30,-6,30,-6,19,22,1,22,19,-18,1,-18,30,11,-10,11,30,-7,30,-7,20,21,0,21,20,-17,0,-17,29,12,-9,12,29,-8,29,-8
397,13,8,24,14,32,12,32,14,-16,12,-16,37,9,-11,9,37,7,37,7,15,32,11,32,15,-16,11,-16,37,10,-11,10,37,6,37,6,16,32,10,32,16,-16,10,-16,37,11,-11,11,37,5,37,5,17,32,9,32,17,-16,9,-16,37,12,-11,12,37,4,37,4,18,31,8,31,18,-15,8,-15,36,13,-10,13,36,3,36,3,19,31,7,31,19,-15,7,-15,36,14,-10,14,36,2,36,2,20,31,6,31,20,-15,6,-15,36,15,-10,15,36,1,36,1,21,30,5,30,21,-14,5,-14,35,16,-9,16,35,0,35,0,22,30,4,30,22,-14,4,-14,35,17,-9,17,35,-1,35,-1,23,29,3,29,23,-13,3,-13,34,18,-8,18,34,-2,34,-2
398,7,7,26,8,33,6,33,8,-19,6,-19,33,8,-19,8,33,6,33,6,9,33,5,33,9,-19,5,-19,33,9,-19,9,33,5,33,5,10,33,4,33,10,-19,4,-19,33,10,-19,10,33,4,33,4,11,33,3,33,11,-19,3,-19,33,11,-19,11,33,3,33,3,12,32,2,32,12,-18,2,-18,32,12,-18,12,32,2,32,2,13,32,1,32,13,-18,1,-18,32,13,-18,13,32,1,32,1,14,32,0,32,14,-18,0,-18,32,14,-18,14,32,0,32,0,15,31,-1,31,15,-17,-1,-17,31,15,-17,15,31,-1,31,-1,16,31,-2,31,16,-17,-2,-17,31,16,-17,16,31,-2,31,-2,17,31,-3,31,17,-17,-3,-17,31,17,-17,17,31,-3,31,-3
399,5,12,29,6,41,4,41,6,-17,4,-17,34,13,-24,13,34,11,34,11,7,41,3,41,7,-17,3,-17,34,14,-24,14,34,10,34,10,8,41,2,41,8,-17,2,-17,34,15,-24,15,34,9,34,9,9,41,1,41,9,-17,1,-17,34,16,-24,16,34,8,34,8,10,40,0,40,10,-16,0,-16,33,17,-23,17,33,7,33,7,11,40,-1,40,11,-16,-1,-16,33,18,-23,18,33,6,33,6,12,40,-2,40,12,-16,-2,-16,33,19,-23,19,33,5,33,5,13,40,-3,40,13,-16,-3,-16,33,20,-23,20,33,4,33,4,14,39,-4,39,14,-15,-4,-15,32,21,-22,21,32,3,32,3,15,39,-5,39,15,-15,-5,-15,32,22,-22,22,32,2,32,2
400,4,1,39,5,40,3,40,5,-38,3,-38,43,2,-35,2,43,0,43,0,6,40,2,40,6,-38,2,-38,43,3,-35,3,43,-1,43,-1,7,40,1,40,7,-38,1,-38,43,4,-35,4,43,-2,43,-2,8,40,0,40,8,-38,0,-38,43,5,-35,5,43,-3,43,-3,9,40,-1,40,9,-38,-1,-38,43,6,-35,6,43,-4,43,-4,10,39,-2,39,10,-37,-2,-37,42,7,-34,7,42,-5,42,-5,11,39,-3,39,11,-37,-3,-37,42,8,-34,8,42,-6,42,-6,12,39,-4,39,12,-37,-4,-37,42,9,-34,9,42,-7,42,-7,13,39,-5,39,13,-37,-5,-37,42,10,-34,10,42,-8,42,-8,14,38,-6,38,14,-36,-6,-36,41,11,-33,11,41,-9,41,-9
401,2,1,42,3,43,1,43,3,-41,1,-41,44,2,-40,2,44,0,44,0,4,43,0,43,4,-41,0,-41,44,3,-40,3,44,-1,44,-1,5,43,-1,43,5,-41,-1,-41,44,4,-40,4,44,-2,44,-2,6,43,-2,43,6,-41,-2,-41,44,5,-40,5,44,-3,44,-3,7,43,-3,43,7,-41,-3,-41,44,6,-40,6,44,-4,44,-4,8,42,-4,42,8,-40,-4,-40,43,7,-39,7,43,-5,43,-5,9,42,-5,42,9,-40,-5,-40,43,8,-39,8,43,-6,43,-6,10,42,-6,42,10,-40,-6,-40,43,9,-39,9,43,-7,43,-7,11,42,-7,42,11,-40,-7,-40,43,10,-39,10,43,-8,43,-8,12,42,-8,42,12,-40,-8,-40,43,11,-39,11,43,-9,43,-9
402,14,2,37,15,39,13,39,15,-35,13,-35,51,3,-23,3,51,1,51,1,16,39,12,39,16,-35,12,-35,51,4,-23,4,51,0,51,0,17,39,11,39,17,-35,11,-35,51,5,-23,5,51,-1,51,-1,18,39,10,39,18,-35,10,-35,51,6,-23,6,51,-2,51,-2,19,39,9,39,19,-35,9,-35,51,7,-23,7,51,-3,51,-3,20,38,8,38,20,-34,8,-34,50,8,-22,8,50,-4,50,-4,21,38,7,38,21,-34,7,-34,50,9,-22,9,50,-5,50,-5,22,38,6,38,22,-34,6,-34,50,10,-22,10,50,-6,50,-6,23,38,5,38,23,-34,5,-34,50,11,-22,11,50,-7,50,-7,24,37,4,37,24,-33,4,-33,49,12,-21,12,49,-8,49,-8
403,15,14,21,16,35,14,35,16,-7,14,-7,36,15,-6,15,36,13,36,13,17,35,13,35,17,-7,13,-7,36,16,-6,16,36,12,36,12,18,35,12,35,18,-7,12,-7,36,17,-6,17,36,11,36,11,19,34,11,34,19,-6,11,-6,35,18,-5,18,35,10,35,10,20,34,10,34,20,-6,10,-6,35,19,-5,19,35,9,35,9,21,34,9,34,21,-6,9,-6,35,20,-5,20,35,8,35,8,22,33,8,33,22,-5,8,-5,34,21,-4,21,34,7,34,7,23,33,7,33,23,-5,7,-5,34,22,-4,22,34,6,34,6,24,32,6,32,24,-4,6,-4,33,23,-3,23,33,5,33,5,25,32,5,32,25,-4,5,-4,33,24,-3,24,33,4,33,4
404,11,9,32,12,41,10,41,12,-23,10,-23,43,10,-21,10,43,8,43,8,13,41,9,41,13,-23,9,-23,43,11,-21,11,43,7,43,7,14,41,8,41,14,-23,8,-23,43,12,-21,12,43,6,43,6,15,41,7,41,15,-23,7,-23,43,13,-21,13,43,5,43,5,16,40,6,40,16,-22,6,-22,42,14,-20,14,42,4,42,4,17,40,5,40,17,-22,5,-22,42,15,-20,15,42,3,42,3,18,40,4,40,18,-22,4,-22,42,16,-20,16,42,2,42,2,19,40,3,40,19,-22,3,-22,42,17,-20,17,42,1,42,1,20,39,2,39,20,-21,2,-21,41,18,-19,18,41,0,41,0,21,39,1,39,21,-21,1,-21,41,19,-19,19,41,-1,41,-1
405,6,2,21,7,23,5,23,7,-19,5,-19,27,3,-15,3,27,1,27,1,8,23,4,23,8,-19,4,-19,27,4,-15,4,27,0,27,0,9,23,3,23,9,-19,3,-19,27,5,-15,5,27,-1,27,-1,10,22,2,22,10,-18,2,-18,26,6,-14,6,26,-2,26,-2,11,22,1,22,11,-18,1,-18,26,7,-14,7,26,-3,26,-3,12,22,0,22,12,-18,0,-18,26,8,-14,8,26,-4,26,-4,13,21,-1,21,13,-17,-1,-17,25,9,-13,9,25,-5,25,-5,14,21,-2,21,14,-17,-2,-17,25,10,-13,10,25,-6,25,-6,15,20,-3,20,15,-16,-3,-16,24,11,-12,11,24,-7,24,-7,16,20,-4,20,16,-16,-4,-16,24,12,-12,12,24,-8,24,-8
406,4,14,41,5,55,3,55,5,-27,3,-27,45,15,-37,15,45,13,45,13,6,55,2,55,6,-27,2,-27,45,16,-37,16,45,12,45,12,7,55,1,55,7,-27,1,-27,45,17,-37,17,45,11,45,11,8,55,0,55,8,-27,0,-27,45,18,-37,18,45,10,45,10,9,55,-1,55,9,-27,-1,-27,45,19,-37,19,45,9,45,9,10,54,-2,54,10,-26,-2,-26,44,20,-36,20,44,8,44,8,11,54,-3,54,11,-26,-3,-26,44,21,-36,21,44,7,44,7,12,54,-4,54,12,-26,-4,-26,44,22,-36,22,44,6,44,6,13,54,-5,54,13,-26,-5,-26,44,23,-36,23,44,5,44,5,14,54,-6,54,14,-26,-6,-26,44,24,-36,24,44,4,44,4
407,12,8,32,13,40,11,40,13,-24,11,-24,44,9,-20,9,44,7,44,7,14,40,10,40,14,-24,10,-24,44,10,-20,10,44,6,44,6,15,40,9,40,15,-24,9,-24,44,11,-20,11,44,5,44,5,16,40,8,40,16,-24,8,-24,44,12,-20,12,44,4,44,4,17,39,7,39,17,-23,7,-23,43,13,-19,13,43,3,43,3,18,39,6,39,18,-23,6,-23,43,14,-19,14,43,2,43,2,19,39,5,39,19,-23,5,-23,43,15,-19,15,43,1,43,1,20,39,4,39,20,-23,4,-23,43,16,-19,16,43,0,43,0,21,38,3,38,21,-22,3,-22,42,17,-18,17,42,-1,42,-1,22,38,2,38,22,-22,2,-22,42,18,-18,18,42,-2,42,-2
408,7,6,33,8,39,6,39,8,-27,6,-27,40,7,-26,7,40,5,40,5,9,39,5,39,9,-27,5,-27,40,8,-26,8,40,4,40,4,10,39,4,39,10,-27,4,-27,40,9,-26,9,40,3,40,3,11,39,3,39,11,-27,3,-27,40,10,-26,10,40,2,40,2,12,38,2,38,12,-26,2,-26,39,11,-25,11,39,1,39,1,13,38,1,38,13,-26,1,-26,39,12,-25,12,39,0,39,0,14,38,0,38,14,-26,0,-26,39,13,-25,13,39,-1,39,-1,15,38,-1,38,15,-26,-1,-26,39,14,-25,14,39,-2,39,-2,16,37,-2,37,16,-25,-2,-25,38,15,-24,15,38,-3,38,-3,17,37,-3,37,17,-25,-3,-25,38,16,-24,16,38,-4,38,-4
409,15,3,29,16,32,14,32,16,-26,14,-26,44,4,-14,4,44,2,44,2,17,32,13,32,17,-26,13,-26,44,5,-14,5,44,1,44,1,18,32,12,32,18,-26,12,-26,44,6,-14,6,44,0,44,0,19,32,11,32,19,-26,11,-26,44,7,-14,7,44,-1,44,-1,20,31,10,31,20,-25,10,-25,43,8,-13,8,43,-2,43,-2,21,31,9,31,21,-25,9,-25,43,9,-13,9,43,-3,43,-3,22,31,8,31,22,-25,8,-25,43,10,-13,10,43,-4,43,-4,23,31,7,31,23,-25,7,-25,43,11,-13,11,43,-5,43,-5,24,30,6,30,24,-24,6,-24,42,12,-12,12,42,-6,42,-6,25,30,5,30,25,-24,5,-24,42,13,-12,13,42,-7,42,-7
410,3,8,22,4,30,2,30,4,-14,2,-14,25,9,-19,9,25,7,25,7,5,30,1,30,5,-14,1,-14,25,10,-19,10,25,6,25,6,6,30,0,30,6,-14,0,-14,25,11,-19,11,25,5,25,5,7,29,-1,29,7,-13,-1,-13,24,12,-18,12,24,4,24,4,8,29,-2,29,8,-13,-2,-13,24,13,-18,13,24,3,24,3,9,29,-3,29,9,-13,-3,-13,24,14,-18,14,24,2,24,2,10,29,-4,29,10,-13,-4,-13,24,15,-18,15,24,1,24,1,11,28,-5,28,11,-12,-5,-12,23,16,-17,16,23,0,23,0,12,28,-6,28,12,-12,-6,-12,23,17,-17,17,23,-1,23,-1,13,27,-7,27,13,-11,-7,-11,22,18,-16,18,22,-2,22,-2
411,2,13,39,3,52,1,52,3,-26,1,-26,41,14,-37,14,41,12,41,12,4,52,0,52,4,-26,0,-26,41,15,-37,15,41,11,41,11,5,52,-1,52,5,-26,-1,-26,41,16,-37,16,41,10,41,10,6,52,-2,52,6,-26,-2,-26,41,17,-37,17,41,9,41,9,7,52,-3,52,7,-26,-3,-26,41,18,-37,18,41,8,41,8,8,51,-4,51,8,-25,-4,-25,40,19,-36,19,40,7,40,7,9,51,-5,51,9,-25,-5,-25,40,20,-36,20,40,6,40,6,10,51,-6,51,10,-25,-6,-25,40,21,-36,21,40,5,40,5,11,51,-7,51,11,-25,-7,-25,40,22,-36,22,40,4,40,4,12,50,-8,50,12,-24,-8,-24,39,23,-35,23,39,3,39,3
412,5,6,38,6,44,4,44,6,-32,4,-32,43,7,-33,7,43,5,43,5,7,44,3,44,7,-32,3,-32,43,8,-33,8,43,4,43,4,8,44,2,44,8,-32,2,-32,43,9,-33,9,43,3,43,3,9,44,1,44,9,-32,1,-32,43,10,-33,10,43,2,43,2,10,44,0,44,10,-32,0,-32,43,11,-33,11,43,1,43,1,11,43,-1,43,11,-31,-1,-31,42,12,-32,12,42,0,42,0,12,43,-2,43,12,-31,-2,-31,42,13,-32,13,42,-1,42,-1,13,43,-3,43,13,-31,-3,-31,42,14,-32,14,42,-2,42,-2,14,43,-4,43,14,-31,-4,-31,42,15,-32,15,42,-3,42,-3,15,42,-5,42,15,-30,-5,-30,41,16,-31,16,41,-4,41,-4
413,13,5,26,14,31,12,31,14,-21,12,-21,39,6,-13,6,39,4,39,4,15,31,11,31,15,-21,11,-21,39,7,-13,7,39,3,39,3,16,31,10,31,16,-21,10,-21,39,8,-13,8,39,2,39,2,17,31,9,31,17,-21,9,-21,39,9,-13,9,39,1,39,1,18,30,8,30,18,-20,8,-20,38,10,-12,10,38,0,38,0,19,30,7,30,19,-20,7,-20,38,11,-12,11,38,-1,38,-1,20,30,6,30,20,-20,6,-20,38,12,-12,12,38,-2,38,-2,21,29,5,29,21,-19,5,-19,37,13,-11,13,37,-3,37,-3,22,29,4,29,22,-19,4,-19,37,14,-11,14,37,-4,37,-4,23,29,3,29,23,-19,3,-19,37,15,-11,15,37,-5,37,-5
414,15,7,30,16,37,14,37,16,-23,14,-23,45,8,-15,8,45,6,45,6,17,37,13,37,17,-23,13,-23,45,9,-15,9,45,5,45,5,18,37,12,37,18,-23,12,-23,45,10,-15,10,45,4,45,4,19,37,11,37,19,-23,11,-23,45,11,-15,11,45,3,45,3,20,36,10,36,20,-22,10,-22,44,12,-14,12,44,2,44,2,21,36,9,36,21,-22,9,-22,44,13,-14,13,44,1,44,1,22,36,8,36,22,-22,8,-22,44,14,-14,14,44,0,44,0,23,36,7,36,23,-22,7,-22,44,15,-14,15,44,-1,44,-1,24,35,6,35,24,-21,6,-21,43,16,-13,16,43,-2,43,-2,25,35,5,35,25,-21,5,-21,43,17,-13,17,43,-3,43,-3
415,10,11,39,11,50,9,50,11,-28,9,-28,49,12,-29,12,49,10,49,10,12,50,8,50,12,-28,8,-28,49,13,-29,13,49,9,49,9,13,50,7,50,13,-28,7,-28,49,14,-29,14,49,8,49,8,14,50,6,50,14,-28,6,-28,49,15,-29,15,49,7,49,7,15,50,5,50,15,-28,5,-28,49,16,-29,16,49,6,49,6,16,49,4,49,16,-27,4,-27,48,17,-28,17,48,5,48,5,17,49,3,49,17,-27,3,-27,48,18,-28,18,48,4,48,4,18,49,2,49,18,-27,2,-27,48,19,-28,19,48,3,48,3,19,49,1,49,19,-27,1,-27,48,20,-28,20,48,2,48,2,20,48,0,48,20,-26,0,-26,47,21,-27,21,47,1,47,1
416,15,4,39,16,43,14,43,16,-35,14,-35,54,5,-24,5,54,3,54,3,17,43,13,43,17,-35,13,-35,54,6,-24,6,54,2,54,2,18,43,12,43,18,-35,12,-35,54,7,-24,7,54,1,54,1,19,43,11,43,19,-35,11,-35,54,8,-24,8,54,0,54,0,20,43,10,43,20,-35,10,-35,54,9,-24,9,54,-1,54,-1,21,42,9,42,21,-34,9,-34,53,10,-23,10,53,-2,53,-2,22,42,8,42,22,-34,8,-34,53,11,-23,11,53,-3,53,-3,23,42,7,42,23,-34,7,-34,53,12,-23,12,53,-4,53,-4,24,42,6,42,24,-34,6,-34,53,13,-23,13,53,-5,53,-5,25,41,5,41,25,-33,5,-33,52,14,-22,14,52,-6,52,-6
417,7,13,38,8,51,6,51,8,-25,6,-25,45,14,-31,14,45,12,45,12,9,51,5,51,9,-25,5,-25,45,15,-31,15,45,11,45,11,10,51,4,51,10,-25,4,-25,45,16,-31,16,45,10,45,10,11,51,3,51,11,-25,3,-25,45,17,-31,17,45,9,45,9,12,51,2,51,12,-25,2,-25,45,18,-31,18,45,8,45,8,13,50,1,50,13,-24,1,-24,44,19,-30,19,44,7,44,7,14,50,0,50,14,-24,0,-24,44,20,-30,20,44,6,44,6,15,50,-1,50,15,-24,-1,-24,44,21,-30,21,44,5,44,5,16,50,-2,50,16,-24,-2,-24,44,22,-30,22,44,4,44,4,17,49,-3,49,17,-23,-3,-23,43,23,-29,23,43,3,43,3
418,1,4,23,2,27,0,27,2,-19,0,-19,24,5,-22,5,24,3,24,3,3,27,-1,27,3,-19,-1,-19,24,6,-22,6,24,2,24,2,4,27,-2,27,4,-19,-2,-19,24,7,-22,7,24,1,24,1,5,27,-3,27,5,-19,-3,-19,24,8,-22,8,24,0,24,0,6,26,-4,26,6,-18,-4,-18,23,9,-21,9,23,-1,23,-1,7,26,-5,26,7,-18,-5,-18,23,10,-21,10,23,-2,23,-2,8,26,-6,26,8,-18,-6,-18,23,11,-21,11,23,-3,23,-3,9,25,-7,25,9,-17,-7,-17,22,12,-20,12,22,-4,22,-4,10,25,-8,25,10,-17,-8,-17,22,13,-20,13,22,-5,22,-5,11,24,-9,24,11,-16,-9,-16,21,14,-19,14,21,-6,21,-6
419,12,4,20,13,24,11,24,13,-16,11,-16,32,5,-8,5,32,3,32,3,14,24,10,24,14,-16,10,-16,32,6,-8,6,32,2,32,2,15,24,9,24,15,-16,9,-16,32,7,-8,7,32,1,32,1,16,23,8,23,16,-15,8,-15,31,8,-7,8,31,0,31,0,17,23,7,23,17,-15,7,-15,31,9,-7,9,31,-1,31,-1,18,23,6,23,18,-15,6,-15,31,10,-7,10,31,-2,31,-2,19,22,5,22,19,-14,5,-14,30,11,-6,11,30,-3,30,-3,20,22,4,22,20,-14,4,-14,30,12,-6,12,30,-4,30,-4,21,21,3,21,21,-13,3,-13,29,13,-5,13,29,-5,29,-5,22,21,2,21,22,-13,2,-13,29,14,-5,14,29,-6,29,-6
420,2,2,21,3,23,1,23,3,-19,1,-19,23,3,-19,3,23,1,23,1,4,23,0,23,4,-19,0,-19,23,4,-19,4,23,0,23,0,5,23,-1,23,5,-19,-1,-19,23,5,-19,5,23,-1,23,-1,6,22,-2,22,6,-18,-2,-18,22,6,-18,6,22,-2,22,-2,7,22,-3,22,7,-18,-3,-18,22,7,-18,7,22,-3,22,-3,8,22,-4,22,8,-18,-4,-18,22,8,-18,8,22,-4,22,-4,9,21,-5,21,9,-17,-5,-17,21,9,-17,9,21,-5,21,-5,10,21,-6,21,10,-17,-6,-17,21,10,-17,10,21,-6,21,-6,11,20,-7,20,11,-16,-7,-16,20,11,-16,11,20,-7,20,-7,12,20,-8,20,12,-16,-8,-16,20,12,-16,12,20,-8,20,-8
421,13,6,20,14,26,12,26,14,-14,12,-14,33,7,-7,7,33,5,33,5,15,26,11,26,15,-14,11,-14,33,8,-7,8,33,4,33,4,16,26,10,26,16,-14,10,-14,33,9,-7,9,33,3,33,3,17,25,9,25,17,-13,9,-13,32,10,-6,10,32,2,32,2,18,25,8,25,18,-13,8,-13,32,11,-6,11,32,1,32,1,19,25,7,25,19,-13,7,-13,32,12,-6,12,32,0,32,0,20,24,6,24,20,-12,6,-12,31,13,-5,13,31,-1,31,-1,21,24,5,24,21,-12,5,-12,31,14,-5,14,31,-2,31,-2,22,23,4,23,22,-11,4,-11,30,15,-4,15,30,-3,30,-3,23,23,3,23,23,-11,3,-11,30,16,-4,16,30,-4,30,-4
422,13,12,27,14,39,12,39,14,-15,12,-15,40,13,-14,13,40,11,40,11,15,39,11,39,15,-15,11,-15,40,14,-14,14,40,10,40,10,16,39,10,39,16,-15,10,-15,40,15,-14,15,40,9,40,9,17,39,9,39,17,-15,9,-15,40,16,-14,16,40,8,40,8,18,38,8,38,18,-14,8,-14,39,17,-13,17,39,7,39,7,19,38,7,38,19,-14,7,-14,39,18,-13,18,39,6,39,6,20,38,6,38,20,-14,6,-14,39,19,-13,19,39,5,39,5,21,37,5,37,21,-13,5,-13,38,20,-12,20,38,4,38,4,22,37,4,37,22,-13,4,-13,38,21,-12,21,38,3,38,3,23,37,3,37,23,-13,3,-13,38,22,-12,22,38,2,38,2
423,8,5,28,9,33,7,33,9,-23,7,-23,36,6,-20,6,36,4,36,4,10,33,6,33,10,-23,6,-23,36,7,-20,7,36,3,36,3,11,33,5,33,11,-23,5,-23,36,8,-20,8,36,2,36,2,12,33,4,33,12,-23,4,-23,36,9,-20,9,36,1,36,1,13,32,3,32,13,-22,3,-22,35,10,-19,10,35,0,35,0,14,32,2,32,14,-22,2,-22,35,11,-19,11,35,-1,35,-1,15,32,1,32,15,-22,1,-22,35,12,-19,12,35,-2,35,-2,16,32,0,32,16,-22,0,-22,35,13,-19,13,35,-3,35,-3,17,31,-1,31,17,-21,-1,-21,34,14,-18,14,34,-4,34,-4,18,31,-2,31,18,-21,-2,-21,34,15,-18,15,34,-5,34,-5
424,5,11,25,6,36,4,36,6,-14,4,-14,30,12,-20,12,30,10,30,10,7,36,3,36,7,-14,3,-14,30,13,-20,13,30,9,30,9,8,36,2,36,8,-14,2,-14,30,14,-20,14,30,8,30,8,9,36,1,36,9,-14,1,-14,30,15,-20,15,30,7,30,7,10,35,0,35,10,-13,0,-13,29,16,-19,16,29,6,29,6,11,35,-1,35,11,-13,-1,-13,29,17,-19,17,29,5,29,5,12,35,-2,35,12,-13,-2,-13,29,18,-19,18,29,4,29,4,13,34,-3,34,13,-12,-3,-12,28,19,-18,19,28,3,28,3,14,34,-4,34,14,-12,-4,-12,28,20,-18,20,28,2,28,2,15,33,-5,33,15,-11,-5,-11,27,21,-17,21,27,1,27,1
425,9,9,34,10,43,8,43,10,-25,8,-25,43,10,-25,10,43,8,43,8,11,43,7,43,11,-25,7,-25,43,11,-25,11,43,7,43,7,12,43,6,43,12,-25,6,-25,43,12,-25,12,43,6,43,6,13,43,5,43,13,-25,5,-25,43,13,-25,13,43,5,43,5,14,43,4,43,14,-25,4,-25,43,14,-25,14,43,4,43,4,15,42,3,42,15,-24,3,-24,42,15,-24,15,42,3,42,3,16,42,2,42,16,-24,2,-24,42,16,-24,16,42,2,42,2,17,42,1,42,17,-24,1,-24,42,17,-24,17,42,1,42,1,18,42,0,42,18,-24,0,-24,42,18,-24,18,42,0,42,0,19,41,-1,41,19,-23,-1,-23,41,19,-23,19,41,-1,41,-1
426,9,12,37,10,49,8,49,10,-25,8,-25,46,13,-28,13,46,11,46,11,11,49,7,49,11,-25,7,-25,46,14,-28,14,46,10,46,10,12,49,6,49,12,-25,6,-25,46,15,-28,15,46,9,46,9,13,49,5,49,13,-25,5,-25,46,16,-28,16,46,8,46,8,14,49,4,49,14,-25,4,-25,46,17,-28,17,46,7,46,7,15,48,3,48,15,-24,3,-24,45,18,-27,18,45,6,45,6,16,48,2,48,16,-24,2,-24,45,19,-27,19,45,5,45,5,17,48,1,48,17,-24,1,-24,45,20,-27,20,45,4,45,4,18,48,0,48,18,-24,0,-24,45,21,-27,21,45,3,45,3,19,47,-1,47,19,-23,-1,-23,44,22,-26,22,44,2,44,2
427,3,5,29,4,34,2,34,4,-24,2,-24,32,6,-26,6,32,4,32,4,5,34,1,34,5,-24,1,-24,32,7,-26,7,32,3,32,3,6,34,0,34,6,-24,0,-24,32,8,-26,8,32,2,32,2,7,34,-1,34,7,-24,-1,-24,32,9,-26,9,32,1,32,1,8,33,-2,33,8,-23,-2,-23,31,10,-25,10,31,0,31,0,9,33,-3,33,9,-23,-3,-23,31,11,-25,11,31,-1,31,-1,10,33,-4,33,10,-23,-4,-23,31,12,-25,12,31,-2,31,-2,11,33,-5,33,11,-23,-5,-23,31,13,-25,13,31,-3,31,-3,12,32,-6,32,12,-22,-6,-22,30,14,-24,14,30,-4,30,-4,13,32,-7,32,13,-22,-7,-22,30,15,-24,15,30,-5,30,-5
428,12,1,26,13,27,11,27,13,-25,11,-25,38,2,-14,2,38,0,38,0,14,27,10,27,14,-25,10,-25,38,3,-14,3,38,-1,38,-1,15,27,9,27,15,-25,9,-25,38,4,-14,4,38,-2,38,-2,16,27,8,27,16,-25,8,-25,38,5,-14,5,38,-3,38,-3,17,26,7,26,17,-24,7,-24,37,6,-13,6,37,-4,37,-4,18,26,6,26,18,-24,6,-24,37,7,-13,7,37,-5,37,-5,19,26,5,26,19,-24,5,-24,37,8,-13,8,37,-6,37,-6,20,25,4,25,20,-23,4,-23,36,9,-12,9,36,-7,36,-7,21,25,3,25,21,-23,3,-23,36,10,-12,10,36,-8,36,-8,22,25,2,25,22,-23,2,-23,36,11,-12,11,36,-9,36,-9
429,5,1,29,6,30,4,30,6,-28,4,-28,34,2,-24,2,34,0,34,0,7,30,3,30,7,-28,3,-28,34,3,-24,3,34,-1,34,-1,8,30,2,30,8,-28,2,-28,34,4,-24,4,34,-2,34,-2,9,30,1,30,9,-28,1,-28,34,5,-24,5,34,-3,34,-3,10,29,0,29,10,-27,0,-27,33,6,-23,6,33,-4,33,-4,11,29,-1,29,11,-27,-1,-27,33,7,-23,7,33,-5,33,-5,12,29,-2,29,12,-27,-2,-27,33,8,-23,8,33,-6,33,-6,13,29,-3,29,13,-27,-3,-27,33,9,-23,9,33,-7,33,-7,14,28,-4,28,14,-26,-4,-26,32,10,-22,10,32,-8,32,-8,15,28,-5,28,15,-26,-5,-26,32,11,-22,11,32,-9,32,-9
430,2,4,20,3,24,1,24,3,-16,1,-16,22,5,-18,5,22,3,22,3,4,24,0,24,4,-16,0,-16,22,6,-18,6,22,2,22,2,5,24,-1,24,5,-16,-1,-16,22,7,-18,7,22,1,22,1,6,23,-2,23,6,-15,-2,-15,21,8,-17,8,21,0,21,0,7,23,-3,23,7,-15,-3,-15,21,9,-17,9,21,-1,21,-1,8,23,-4,23,8,-15,-4,-15,21,10,-17,10,21,-2,21,-2,9,22,-5,22,9,-14,-5,-14,20,11,-16,11,20,-3,20,-3,10,22,-6,22,10,-14,-6,-14,20,12,-16,12,20,-4,20,-4,11,21,-7,21,11,-13,-7,-13,19,13,-15,13,19,-5,19,-5,12,21,-8,21,12,-13,-8,-13,19,14,-15,14,19,-6,19,-6
431,11,4,45,12,49,10,49,12,-41,10,-41,56,5,-34,5,56,3,56,3,13,49,9,49,13,-41,9,-41,56,6,-34,6,56,2,56,2,14,49,8,49,14,-41,8,-41,56,7,-34,7,56,1,56,1,15,49,7,49,15,-41,7,-41,56,8,-34,8,56,0,56,0,16,49,6,49,16,-41,6,-41,56,9,-34,9,56,-1,56,-1,17,48,5,48,17,-40,5,-40,55,10,-33,10,55,-2,55,-2,18,48,4,48,18,-40,4,-40,55,11,-33,11,55,-3,55,-3,19,48,3,48,19,-40,3,-40,55,12,-33,12,55,-4,55,-4,20,48,2,48,20,-40,2,-40,55,13,-33,13,55,-5,55,-5,21,48,1,48,21,-40,1,-40,55,14,-33,14,55,-6,55,-6
